id,name,price,original_price,rating_average,review_count,author,quantity_sold,inventory_status,category_id,category_name,Công ty phát hành,Loại bìa,Số trang,Ngày xuất bản,Năm xuất bản,Năm xuất bản điền bổ sung, 
276841003,Kiếm Tiền Cùng Chatgpt - Vào Nghề Viết & Sáng Tạo Nội Dung,247000,345000,5,4,Học Viện Văn Họa AIGC,77,available,385,Sách kỹ năng làm việc,VanLangBooks,Bìa mềm,300,12/19/24 0:00,,2024,
276840941,A Time For Mercy - Tội Lỗi Và Khoan Dung - TRE,213000,280000,4.8,8,John Grisham,67,available,67997,Tiểu Thuyết Phương Tây,NXB Trẻ,Bìa mềm,688,,,,
276377308,"Bản đồ AI - Quyền lực, chính trị, và sự tiêu tốn tài nguyên của hành tinh",91000,139000,4.5,2,Kate Crawford,68,available,9733,Kiến Thức Bách Khoa,NXB Trẻ,Bìa mềm,276,10/18/24 0:00,,2024,
275300116,WHO? Chuyện Kể Về Danh Nhân Thế Giới,51100,60000,4,1,Kim Seung-Min,99,available,853,Kiến thức - Bách khoa,NXB Kim Đồng,Bìa mềm,184,06/01/24 0:00,,2024,
274844704,Trong Đầu Có Giấu Con Voi,151000,215000,4.6,10,Robin Hanson,175,available,871,Sách tư duy - Kỹ năng sống,Công ty Cổ phần Văn hóa và Công nghệ Tuệ Tri,Bìa mềm,523,02/01/24 0:00,,2024,
274544396,Nếu Biết Trăm Năm Là Hữu Hạn - Ấn Bản Kỉ Niệm 10 Năm Xuất Bản (Tái Bản 2024),127200,159000,4.8,9,Phạm Lữ Ân,122,available,2,Root,Cty Bán Lẻ Phương Nam,,0,,,,
274404957,Montessori – Phương Pháp Giáo Dục Toàn Diện Cho Trẻ 0-6 Tuổi,93870,149000,5,397,Ito Mika,3997,available,316,Sách tiếng Việt,1980 Books,Bìa mềm,240,,,,
273961036,Tổng Đài Kể Chuyện Lúc 0h,134400,168000,0,0,Emma Hạ My,1,available,665,Truyện kinh dị,Linh Lan Books,Bìa mềm,332,,,,
273691882,Bốn nghìn tuần - Quản lý thời gian khi cuộc đời là hữu hạn,125000,158000,5,6,Oliver Burkeman,119,available,871,Sách tư duy - Kỹ năng sống,Nhã Nam,Bìa mềm,348,04/12/23 0:00,,2023,
270661230,Sương Khói Quê Nhà,75100,95000,4.8,115,Nguyễn Nhật Ánh,1655,available,68000,Truyện ngắn - Tản văn - Tạp Văn Việt Nam,NXB Trẻ,Bìa mềm,214,01/01/18 0:00,,2018,
265478085,"Phương Pháp Học Tập Của Simon - Cách Học Nhanh, Nhớ Lâu Mọi Kiến Thức",134250,179000,0,0,Không rõ,3,available,871,Sách tư duy - Kỹ năng sống,BIZBOOKS,,0,,,,
263117193,Combo 2 Cuốn Sách Giải Mã Bản Thân: Bản Đồ Về Ý Thức Và Nâng Cao Tần Số Rung Động Mỗi Ngày: Khám Phá Cách Năng Lượng Vận Hành,243090,333000,4.8,23,Không rõ,0,available,871,Sách tư duy - Kỹ năng sống,BIZBOOKS,Bìa mềm,0,,,,
263066292,Chat GPT - Ứng Dụng Trí Tuệ Nhân Tạo Trong Công Việc,121680,169000,0,0,Không rõ,28,available,385,Sách kỹ năng làm việc,1980 Books,,0,,,,
243097256,Giận - Thích Nhất Hạnh,103000,135000,5,208,Thích Nhất Hạnh,3839,available,67979,Phật giáo,Phương Nam Book,Bìa mềm,248,01/01/23 0:00,,2023,
214773792,Phụ nữ vô hình ( Invisible women),128000,188000,5,15,Caroline Criado Perez,297,available,9733,Kiến Thức Bách Khoa,Huy Hoàng Bookstore,Bìa mềm,408,01/17/23 0:00,,2023,
212356656,Content Bạc Tỷ (Tái bản 2022),124600,179000,4.8,74,Diệp Tiểu Ngư,1460,available,848,Sách Marketing - Bán hàng ,1980 Books,Bìa mềm,384,12/12/22 0:00,,2022,
208560326,Ước Mơ Của Bạn Nhất Định Thành Hiện Thực,59100,80000,5,19,Inamori Kazuo,620,available,871,Sách tư duy - Kỹ năng sống,NXB Trẻ,Bìa mềm,216,12/12/22 0:00,,2022,
205010302,Đọc vị bất kỳ ai - Để không bị lợi dụng (Tái bản),63200,89000,5,70,David J. Liebermen,1982,available,385,Sách kỹ năng làm việc,Thái Hà,Bìa mềm,236,10/01/22 0:00,,2022,
201158670,Sách - Yêu mình đủ bạn có cả thế giới,238000,238000,5,26,Nguyễn Hoàng Anh,633,available,67944,Sách Chữa Lành,NXB  Thanh Niên,Bìa mềm,350,01/21/22 23:22,,2022,
191148972,Những Chiếc Cầu Ở Quận Madisson (Tái Bản Lần 3),69000,89000,5,18,Robert James Waller,275,available,67997,Tiểu Thuyết Phương Tây,Phương Nam Book,Bìa mềm,166,07/07/22 0:00,,2022,
183539215,Trần Triều Nhàn Thoại,91500,119000,5,72,Đồng Lạc,502,available,2,Root,Tri Thức Trẻ Books,Bìa mềm,268,06/06/22 0:00,,2022,
136819095,Sách - Thăm khám tâm lý trong thực hành lâm sàng,250000,250000,4.8,13,Dana Castro,102,available,68002,Sách Y Học Hiện Đại,NXB Tri Thức,Bìa mềm,360,,,,
119026255,Tiếng Anh 2 I-Learn Smart Start - Notebook (Vở Tập Viết),28000,28000,5,19,Nhiều tác giả,394,available,16660,Sách Giáo Khoa Cấp 1,CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,,0,,,,
113530805,Tuổi Trẻ Đáng Giá Bao Nhiêu (Tái Bản),73800,90000,5,179,Rosie Nguyễn,1398,available,871,Sách tư duy - Kỹ năng sống,Nhã Nam,Bìa mềm,291,07/01/21 0:00,,2021,
90985722,Thương (Thơ),60000,75000,4.8,65,Nhiều tác giả,342,available,2,Root,Skybooks,Bìa mềm,168,04/15/21 0:00,,2021,
74486743,Combo Ám Ảnh Từ Kiếp Trước và Kiếp Nào Ta Cũng Tìm Thấy Nhau,190400,238000,5,147,Brian L. Weiss,632,available,8322,Nhà Sách Tiki,Thái Hà,Bìa mềm,0,12/01/20 13:15,,2020,
73871086,Bộ Dây Trang Trí Sinh Nhật Chữ Happy Birthday Thiết Kế Hoạt Hình,38000,40000,5,65,Không rõ,309,available,67422,Trang trí sinh nhật,Không rõ,,0,,,,
50723822,Con Đường Đi Đến Thành Công Bằng Sự Tử Tế (Tái Bản 2020),59500,70000,5,37,Inamori Kazuo,476,available,316,Sách tiếng Việt,NXB Trẻ,,0,,,,
36470292,Science Encyclopedia – Bách Khoa Thư Về Khoa Học,384000,480000,5,73,Nhiều tác giả,292,available,316,Sách tiếng Việt,Đinh Tị,Bìa mềm,0,10/01/19 0:00,,2019,
16082945,Toán Học - Một Thiên Tiểu Thuyết,99000,110000,4.8,19,Mickaël Launay,111,available,67882,Sách khoa học,Nhã Nam,Bìa mềm,332,05/04/19 0:00,,2019,
11371249,Chuyện Con Mèo Và Con Chuột Bạn Thân Của Nó - Tái Bản,35100,39000,5,25,Luis Sepulveda,241,available,67997,Tiểu Thuyết Phương Tây,Nhã Nam,Bìa mềm,0,03/03/19 0:00,,2019,
6807847,Cảm Ơn Người Lớn (Bìa Mềm),99000,110000,5,115,Nguyễn Nhật Ánh,746,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,264,10/01/18 0:00,,2018,
997535,Gọi Em Bằng Tên Anh - Call Me By Your Name,87500,115000,4.8,826,André Aciman,9144,available,67997,Tiểu Thuyết Phương Tây,NXB Trẻ,Bìa mềm,316,,,,
277539716,Số 0: Zero - Tiểu Sử Một Phát Kiến Nguy Hiểm - Charles Seife - Omega Plus,151000,151000,0,0,Charles Seife,0,available,9733,Kiến Thức Bách Khoa,OMEGA PLUS+,Bìa mềm,264,03/20/25 15:42,,2025,
277139821,Nàng Mona Lisa Cuối Cùng,102000,169000,5,3,Jonathan Santlofer,39,available,664,Truyện trinh thám,VIVABOOKS,Bìa mềm,0,03/12/24 0:00,,2024,
276509013,Những Điều Đáng Làm Tạo Ra Sản Phẩm Đáng Giá,178000,249000,5,1,Tony Fadell,48,available,67901,Sách kinh tế học - khác,Alphabooks,Bìa mềm tay gấp,456,,,,
275900071,Suy Nghĩ Thống Kê Trong Đời Thường,123000,165000,5,174,Nguyễn Văn Tuấn,1666,available,316,Sách tiếng Việt,NXB Tổng hợp TP.HCM,Bìa mềm,392,09/09/22 0:00,,2022,
275354843,"Phương Pháp Học Tập Feynman - 5 Bước Giúp Bạn Học Nhanh, Nhớ Lâu, Tiến Bộ Vượt Bậc",106000,136000,5,11,Không rõ,231,available,2,Root,Fahasa,,0,,,,
275140709,SỨC MẠNH CỦA EQ- Đánh thức trí tuệ cảm xúc - Làm chủ ngôn ngữ - Thu phục lòng người,65100,99000,4.8,13,Patrick King,450,available,67944,Sách Chữa Lành,R.E.A.D Books,Bìa mềm,176,,,,
274828145,Ngôi nhà trên phố Mango,83000,98000,0,0,Sandra Cýneros,0,available,67997,Tiểu Thuyết Phương Tây,Nhã Nam,Bìa mềm,0,01/03/24 0:00,,2024,
273787215,Sách lật tương tác song ngữ 0 - 3 tuổi - Ú òa,88000,98000,0,0,Giuliano Ferri,0,available,67953,Sách chuyển động -Tương tác,Nhã Nam,Bìa cứng,16,,,,
273691878,Đế chế ký hiệu,72000,85000,0,0,Roland Barthes,0,available,871,Sách tư duy - Kỹ năng sống,Nhã Nam,Bìa mềm,152,04/12/23 0:00,,2023,
273119477,Việt Nam Sử Lược (Ấn Bản Kỉ Niệm 100 Năm Xuất Bản Lần Đầu),502000,660000,5,755,Trần Trọng Kim,3362,available,316,Sách tiếng Việt,Công Ty Cổ Phần Văn Hóa Đông A,Bìa cứng,656,07/15/21 0:00,,2021,
271631013,Truyện Ehon bé 1-2-3 tuổi - Bộ 4 cuốn Em bé biết yêu thương,187000,187000,0,0,Không rõ,0,available,6040,Truyện tranh Ehon,Công ty TNHH More Production Việt Nam,,130,,,,
271014726,Truyện tranh cổ tích Việt Nam,122000,170000,0,0,Búp trên cành,18,available,1753,Truyện cổ tích,Nhà xuất bản Phụ Nữ Việt Nam,Bìa mềm,16,01/01/23 0:00,,2023,
263514100,Liệu Pháp Chữa Bệnh - Khu Phản Xạ,102000,103100,4.8,32,Cao Ngọc Vĩ,417,available,8322,Nhà Sách Tiki,Nhà sách Minh Thắng,Bìa mềm,76,02/01/23 0:00,,2023,
222679651,Những Con Số Biết Nói - 71 Câu Chuyện Phơi Bày Sự Thật Về Thế Giới Chúng Ta Đang Sống,105000,124000,0,0,Vaclav Smil,0,available,871,Sách tư duy - Kỹ năng sống,R.E.A.D Books,Bìa mềm,376,01/01/23 0:00,,2023,
214598579,Tôi Tự Học (Ấn Bản Hoài Cổ),120000,150000,4.8,6,Thu Giang Nguyễn Duy Cần,58,available,67937,Kỹ Năng Khác,NXB Trẻ,Bìa mềm,320,01/01/23 0:00,,2023,
206675362,Nâng Cao Tần Số Rung Động Mỗi Ngày: Khám Phá Cách Năng Lượng Vận Hành,102000,135000,0,0,Lalah Delia,0,available,871,Sách tư duy - Kỹ năng sống,BIZBOOKS,Bìa mềm,220,10/10/22 0:00,,2022,
205039768,Vegan Journey - Món Tây Gia Vị Việt,156000,225000,4.7,19,Shushu Le,370,available,865,Sách Nấu ăn,I Love Cookbooks,Bìa mềm,184,11/11/22 0:00,,2022,
199030585,Search Inside Yourself – Tìm kiếm bên trong bạn (Tái bản),104300,149000,4.7,101,Chade-Meng Tan,2174,available,847,Bài học kinh doanh,Thái Hà,Bìa mềm,344,09/01/22 0:00,,2022,
195573547,Sách Lén Nhặt Chuyện Đời,46700,85000,5,12,Không rõ,231,available,8322,Nhà Sách Tiki,CÔNG TY TNHH PHÁT HÀNH S BOOKS,,0,,,,
178294073,Trading in The Zone - Thực Hành Kiểm Soát Cảm Xúc bằng Tâm Lý Học Hành Vi trong Đầu Tư và Giao Dịch,295000,295000,4.8,213,Mark Douglas,2030,available,67910,Đầu tư,Công ty TNHH FinFin,Bìa cứng,288,05/19/22 0:00,,2022,
147920907,Combo Bộ 6 Cuốn: Thư Viện Song Ngữ Đầu Tiên Cho Bé (0-3 Tuổi),87000,108000,5,44,Nhiều tác giả,672,available,853,Kiến thức - Bách khoa,Nhã Nam,Bìa cứng,6,12/01/21 0:00,,2021,
145289356,"Sách Atomic Habits - Thay Đổi Tí Hon, Hiệu Quả Bất Ngờ ( Những Thay Đổi Nhỏ Tạo Nên Thành Công Lớn/ Tặng kèm Bookmark)",170000,189000,5,1,Không rõ,17,available,871,Sách tư duy - Kỹ năng sống,Phương Nam,,0,,,,
99681450,Napoléon Bonaparte,501500,590000,5,22,Adam Zamoyski,55,available,858,Sách Danh Nhân,Công Ty Cổ Phần Văn Hóa Đông A,Bìa cứng,916,05/01/21 0:00,,2021,
91553053,Tiểu Sử Các Quốc Gia Qua Góc Nhìn Lầy Lội,152000,215000,5,60,Sai Lei,757,available,9733,Kiến Thức Bách Khoa,Nhã Nam,Bìa mềm,280,04/01/21 0:00,,2021,
91471505,Sách You Can - Không Gì Là Không Thể (Tái Bản),67000,78000,4.8,5,George Matthew Adams,20,available,871,Sách tư duy - Kỹ năng sống,First News - Trí Việt,Bìa mềm,200,04/01/21 0:00,,2021,
75996787,Vợ Chồng Lão Twit (Tái Bản 2021),29100,30000,5,7,Roald Dahl,44,available,1754,Văn học thiếu nhi,NXB Kim Đồng,Bìa mềm,92,01/01/21 10:11,,2021,
75996783,Bác Fox Tuyệt Vời (Tái Bản 2021),27600,30000,5,6,Roald Dahl,39,available,2,Root,NXB Kim Đồng,Bìa mềm,108,01/01/21 10:18,,2021,
74793313,Năm Chú Heo Con,85100,115000,5,92,Agatha Christie,485,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,312,01/01/21 0:00,,2021,
65443438,KPI Thước Đo Mục Tiêu Trọng Yếu (Key Performance Indicators) - David Parmenter - PACE Books,154000,195000,4.8,121,David Parmenter,1066,available,4144,Sách quản trị nhân lực,Viện Quản lý PACE,Bìa cứng,504,08/01/20 0:00,,2020,
53433383,Bài Học Israel - Cuộc Hồi Sinh Vĩ Đại Của Dân Tộc Thông Minh Nhất Thế Giới (Tái bản 2020),145000,189000,4.8,47,Nguyễn Hiến Lê,289,available,316,Sách tiếng Việt,BIZBOOKS,Bìa mềm,403,,,,
52393321,38 Chủ Điểm Từ Vựng Thiết Yếu IELTS 7.0 (Tái Bản 2020),113900,150000,4.8,64,Tú Phạm ,309,available,67853,Luyện thi IELTS,NXB Phụ Nữ Việt Nam,Bìa mềm,240,04/10/19 0:00,,2019,
48481763,Thiên Nga Đen (Tái Bản 2020),239200,299000,5,65,Nassim Nicholas Taleb,314,available,871,Sách tư duy - Kỹ năng sống,Alphabooks,Bìa mềm,628,02/02/20 0:00,,2020,
44934855,Lãnh Đạo Bán Hàng Chuyên Nghiệp – Bí Quyết Xây Dựng Đội Nhóm Bán Hàng “Bất Khả Chiến Bại”,174200,205000,5,3,Keith Rosen,16,available,316,Sách tiếng Việt,BIZBOOKS,Bìa mềm,0,,,,
34281582,Sen Nở Trời Phương Ngoại,100300,118000,5,4,Thích Nhất Hạnh,39,available,67979,Phật giáo,Saigon Books,Bìa mềm,344,09/01/19 0:00,,2019,
30757177,Bản Chất Của Người,105700,129000,4.6,16,Han Kang,272,available,871,Sách tư duy - Kỹ năng sống,Nhã Nam,Bìa mềm,350,10/01/24 0:00,,2024,
11221400,Đam Mê - Bí Quyết Tạo Thành Công (Tái Bản 2019),65300,76000,0,0,Stephen R. Covey,30,available,2,Root,First News - Trí Việt,Bìa mềm,216,02/01/19 0:00,,2019,
10383904,Tôi Là Bêtô,70400,95000,4.8,1211,Nguyễn Nhật Ánh,12175,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,230,01/01/18 0:00,,2018,
1667307,Quân Vương – Thuật Cai Trị (Tái Bản),87200,109000,4.7,24,Niccolò Machiavelli,115,available,67836,Kinh tế chính trị,Omega Plus,Bìa mềm,200,03/03/18 0:00,,2018,
1544261,Băng Keo Giấy 1F5 (3 Cuộn / Lốc),18000,18000,4.8,13,Không rõ,151,available,68246,Băng keo giấy,Không rõ,,0,,,,
658826,Lốc 10 Cuốn Tập Kẻ Ngang Campus B5 Repete - Mẫu Ngẫu Nhiên (120 Trang),182000,182000,4.8,50,Không rõ,214,available,1857,Văn Phòng Phẩm - Quà Lưu Niệm,Không rõ,,0,,,,
277345340,Lời nói chạm đến tim khách hàng,74400,120000,0,0,Ngô Phàm,2,available,871,Sách tư duy - Kỹ năng sống,Minh Long,Bìa mềm,360,,,,
276919864,Bộ sách Bách khoa toàn thư về các loại mẫu hình biểu đồ (Gồm 3 cuốn) - Happy Live,1497000,1497000,5,9,Thomas N. Bulkowski,44,available,67910,Đầu tư,CÔNG TY TNHH HAPPY LIVE,Bìa cứng áo ôm,2038,12/24/24 10:09,,2024,
276174668,Những Con Mèo Sau Bức Tường Hoa,49500,69000,5,1,Hà Mi,13,available,854,Truyện kể cho bé,Nhà xuất bản Phụ Nữ Việt Nam,Bìa mềm,176,,,,
275006668,Rèn luyện Kỹ Năng Sống dành cho học sinh - 25 thói quen tốt để thành công,68200,110000,0,0,Trương Thúy Hà,7,available,852,Đạo đức - Kỹ năng sống,Minh Long,Bìa mềm,272,,,,
274926600,Động Lực Và Nhân Cách,145000,195000,5,1,Abraham H. Maslow,58,available,849,"Sách quản trị, lãnh đạo",Bách Việt,Bìa mềm,472,04/01/24 0:00,,2024,
274842313,[MỚI] Bút Sơn Acrylic Marker Deli THÊM 80% MỰC - 12/24/36/48/64 Màu Tô Trên Mọi Chất Liệu DIY Vẽ Giày Vải Chai Lọ Nhựa,30000,54000,4.8,27,Không rõ,348,available,67353,Bút lông cứng,Không rõ,,0,,,,
274663950,Sám Pháp Địa Xúc,114000,145000,5,68,Thích Nhất Hạnh,804,available,316,Sách tiếng Việt,Phương Nam Book,Bìa mềm,200,10/23/18 11:22,,2018,
273708793,Trí tuệ cảm xúc cao: Cách giao tiếp giúp bạn chinh phục lòng người,104000,145000,5,2,Tiêu Tương Ngân,30,available,316,Sách tiếng Việt,Công ty CP Sách Bizbooks,Bìa mềm,256,,,,
270233573,Sống Khoẻ Mạnh Không Phụ Thuộc Vào Thuốc,87600,129000,5,3,Ryoko Chiba,41,available,68003,Sách Y Học Khác,Thái Hà,Bìa mềm,288,06/06/23 0:00,,2023,
267339628,"Siêu hình tình yêu, siêu hình sự chết",61000,68000,0,0,Arthur Schopenhauer,1,available,871,Sách tư duy - Kỹ năng sống,Nhã Nam,Bìa mềm,207,,,,
198822734,1000 câu hỏi rèn luyện IQ - CQ - Thử tài sáng tạo tập 1 (6-12 tuổi) (Sách bản quyền),51900,78000,4.5,2,Vương Văn,57,available,853,Kiến thức - Bách khoa,Nhà sách Minh Thắng,Bìa mềm,80,08/01/22 0:00,,2022,
198820209,1000 Câu Hỏi Rèn Luyện IQ - CQ - Đột Phá Tư Duy Tập 1 (6-12 Tuổi) (Sách Bản Quyền),51900,78000,0,0,Vương Văn,46,available,853,Kiến thức - Bách khoa,Nhà sách Minh Thắng,Bìa mềm,80,08/08/22 0:00,,2022,
197964799,Chạy Bộ Đến Già - Tại Sao Không?,105000,150000,5,13,Andrew Kastor,135,available,68004,Chạy bộ,Pandabooks,Bìa mềm,232,01/01/22 0:00,,2022,
196142106,Kĩ năng đọc thông minh - Biến thông tin thành sức mạnh,58900,95000,4.6,8,Instant Research Institude,74,available,871,Sách tư duy - Kỹ năng sống,Minh Long,Bìa mềm,272,08/18/22 0:00,,2022,
190861557,Yêu Những Ngày Nắng Chẳng Ghét Những Ngày Mưa,46200,132000,5,915,Kulzsc,5836,available,4142,Sách Tô Màu Dành Cho Người Lớn,Skybooks,Bìa mềm,168,07/01/22 0:00,,2022,
184101368,Sống Sót Nơi Công Sở Everyday English - Nói Đi Ngại Gì (Tái Bản 2022),109850,169000,4.5,13,Gina Kim,112,available,67858,Tiếng Anh giao tiếp,Alphabooks,Bìa mềm,260,05/05/22 0:00,,2022,
182551495,Black Jack 10 (Bìa Cứng),74800,135000,4.7,59,Osamu Tezuka,459,available,1084,"Truyện Tranh, Manga, Comic",NXB Trẻ,Bìa cứng,200,05/05/22 0:00,,2022,
169825414,"Bộ 5 Cuốn 10 Vạn Câu Hỏi Vì Sao: Vũ Trụ Kỳ Bí, Thế Giới Thực Vật, Thế Giới Động Vật, Cơ Thể Người, Bí Ẩn Quanh Ta",400000,400000,4.8,103,Không rõ,864,available,2,Root,Công ty TNHH ĐT và PT Văn hóa Việt - NS Trí Đức,,0,,,,
166079528,Sách - combo 9 Quyển Từ Điển Bằng Hình Đầu Tiên Của Bé Từ 0-6 tuổi - Song Ngữ Anh- Việt (Các trang đều là Bìa Cứng) vàng,181440,252000,0,0,Song Nghi,18,available,853,Kiến thức - Bách khoa,Cty Văn Hóa Việt Thư,Bìa cứng,144,,,,
155049261,Thiền Tông Bản Hạnh,39000,39000,0,0,Thiền Sư Chân Nguyên Tuệ Đăng,10,available,67979,Phật giáo,Phương Nam Book,Bìa mềm,167,01/01/22 0:00,,2022,
111582626,Tôi Nghĩ Tôi Thích Nước Mỹ - Du Ký (Dương Thụy) (Tái Bản),106200,118000,0,0,Dương Thụy,10,available,316,Sách tiếng Việt,NXB Trẻ,Bìa mềm,318,07/15/21 0:00,,2021,
108710197,Hang Out 1 - Student Book,246000,246000,5,13,Không rõ,150,available,2,Root,CÔNG TY TNHH EDUCATION SOLUTIONS VIỆT NAM,Bìa mềm,120,,,,
87959748,451 Độ F,89100,99000,5,12,Ray Bradbury,49,available,316,Sách tiếng Việt,Nhã Nam,Bìa cứng,232,04/15/21 0:00,,2021,
76175426,Chiến Lược Kết Nối,169100,199000,4.3,3,Nicolaj Siggelkow,22,available,385,Sách kỹ năng làm việc,Alphabooks,Bìa cứng,288,01/01/21 9:48,,2021,
75996779,Thần Dược Của George (Tái Bản 2021),29100,30000,5,5,Roald Dahl,38,available,1754,Văn học thiếu nhi,NXB Kim Đồng,Bìa mềm,104,01/01/21 10:10,,2021,
73593776,Để Tâm Không Bận,57200,65000,5,8,Ryunosuke Koike,67,available,872,Nghệ thuật sống,Thái Hà,Bìa mềm,156,12/01/20 0:00,,2020,
73222800,Nghĩ Giàu Và Làm Giàu (Khổ Nhỏ),89600,108000,4.8,105,Napoleon Hill,549,available,316,Sách tiếng Việt,First News - Trí Việt,Bìa mềm,416,11/15/20 0:00,,2020,
59362957,1493: Diện Mạo Tân Thế Giới Của Columbus,320000,320000,0,0,Charles C. Mann,2,available,9725,Lịch Sử Thế Giới,Huy Hoàng Bookstore,Bìa mềm,810,08/01/20 0:00,,2020,
58272314,Người Giàu Có Nhất Thành Babylon - Cuốn Sách Hay Nhất Mọi Thời Đại Về Cách Làm Giàu,55200,65000,5,22,George S.Clason,105,available,316,Sách tiếng Việt,Nhà sách Minh Thắng,Bìa mềm,244,06/01/20 0:00,,2020,
51215567,Đồng Tiền Hạnh Phúc,80700,95000,4.7,42,Ken Honda,329,available,871,Sách tư duy - Kỹ năng sống,Huy Hoàng Bookstore,Bìa mềm,258,03/23/20 10:52,,2020,
49368591,Sổ Tay Kế Hoạch Cưới Cho Cặp Đôi - Sổ tay cưới - Sổ ký tên đám cưới - Sổ tay đám cưới [Kim Ngọc Thuỷ],125555,125555,4.6,291,Kim Ngọc Thủy,1951,available,316,Sách tiếng Việt,NXB Đồng Nai,Bìa mềm,150,11/19/19 17:27,,2019,
48613094,Những Cuốn Sách Thay Đổi Lịch Sử,362700,390000,5,48,Nhiều tác giả,223,available,316,Sách tiếng Việt,Công Ty Cổ Phần Văn Hóa Đông A,Bìa cứng,256,02/02/20 0:00,,2020,
44976179,Nhà Của Ai Cao Hơn?,63700,75000,5,1,Gianna Marino,11,available,2,Root,Huy Hoàng Bookstore,Bìa mềm,40,12/01/19 0:00,,2019,
44433397,"Yêu Mình Trước Đã, Yêu Đời Để Sau",109000,109000,5,32,Vex King,151,available,316,Sách tiếng Việt,Stylory,Bìa mềm,343,12/01/19 0:00,,2019,
42975887,Nuốt Cá Lớn - Eating The Big Fish,299000,299000,5,75,Adam Morgan,819,available,316,Sách tiếng Việt,CÔNG TY TNHH HAPPY LIVE,Bìa rời,412,10/26/20 11:14,,2020,
37699918,Ba Người Thầy Vĩ Đại (Tái Bản),88550,115000,4.8,26,Robin Sharma,292,available,316,Sách tiếng Việt,Thái Hà,Bìa mềm,330,10/01/19 0:00,,2019,
25125674,Combo  Sách Lật Tương Tác Song Ngữ 0-3 Tuổi: Mẹ Đâu Rồi? và Chúc Ngủ Ngon ( Tặng Kèm Sổ Tay Xương Rồng),160000,160000,5,7,Không rõ,45,available,316,Sách tiếng Việt,Nhã Nam,Bìa mềm,36,07/29/19 8:56,,2019,
2393061,Sách Tương Tác - Lift-The-Flap-Lật Mở Khám Phá - The Human Body - Cơ Thể Người,137700,168000,4.8,6,Linh Chi,48,available,67953,Sách chuyển động -Tương tác,Đinh Tị,Bìa cứng,14,,,,
512977,Trên Sa Mạc Và Trong Rừng Thẳm,59900,90000,0,0,Henryk Sienkiewicz,218,available,67997,Tiểu Thuyết Phương Tây,Minh Long,Bìa mềm,500,06/15/16 0:00,,2016,
473058,Bút Chì 24 Màu G-Star,55000,55000,4.8,9,Không rõ,59,available,4261,Bút chì màu,Không rõ,,0,,,,
277575784,Tạp chí Wowweekend Property 03 - Bất động sản bán lẻ,115000,115000,5,1,Không rõ,1,available,1468,Tạp Chí - Catalogue,Công ty Cổ phần đầu tư và phát triển Hoàng Gia Phan,,140,03/24/25 9:00,,2025,
277516070,Cùng con trưởng thành - Mình không thích bị cô lập - Bài học về sự dũng cảm - Dạy trẻ chống lại bạo lực tinh thần - Tránh xa tổn thương,17360,28000,0,0,Liêm Đông Tinh,1,available,852,Đạo đức - Kỹ năng sống,Linh Lan Books,Bìa mềm,24,,,,
277506962,Tiếng gọi Toscana,150000,150000,5,4,Bích Nga,37,available,67996,Tiểu Thuyết Phương Đông,Công ty TNHH Văn hóa Sáng tạo Ants Books,Bìa mềm tay gấp,284,03/15/25 7:30,,2025,
277482522,NVIDIA Cỗ Máy Tư Duy Vĩ Đại,179280,249000,5,2,Không rõ,24,available,483,Sách doanh nhân,1980 Books,,0,,,,
277356707,Triệu Lá Thư Gửi Mẹ (Bìa Cứng dạng hộp in bốn màu),126000,199000,5,2,Mu Ye,56,available,9733,Kiến Thức Bách Khoa,Thái Hà,,122,02/17/25 0:00,,2025,
277164024,Đất đai (Ham muốn sở hữu định hình thế giới hiện Đại),182700,290000,5,4,Simon Winchester,94,available,664,Truyện trinh thám,Nhã Nam,Bìa cứng,482,03/12/24 0:00,,2024,
276376962,P.Kotler. Tiếp thị 6.0: Tương lai là toàn nhập,107000,140000,5,9,Philip Kotler,167,available,848,Sách Marketing - Bán hàng ,NXB Trẻ,Bìa mềm,296,10/17/24 0:00,,2024,
275901256,Móc Khóa Ô Tô Xe Máy Móc chìa khoá inox cao cấp có chốt đeo thắt lưng Quần Cao Cấp Nam Thái Lan,168000,168000,5,1,Không rõ,9,available,8265,Móc Khóa,Không rõ,,0,,,,
275569214,Ohso - Bản ngã,95910,139000,0,0,Osho,1,available,67980,Tôn Giáo - Tâm Linh Khác,Thái Hà,,332,05/01/24 0:00,,2024,
274807860,Combo 2 Cuốn Building A Second Brain - Thiết Lập Bộ Não Thứ 2 & The PARA Method - Phương Pháp Tổ Chức Thông Tin Trong Công Việc,235300,338000,4.5,10,Tiago Forte,171,available,385,Sách kỹ năng làm việc,1980 Books,Bìa mềm,0,04/04/24 0:00,,2024,
274807853,Building A Second Brain - Thiết Lập Bộ Não Thứ 2,131600,189000,5,15,Tiago Forte,209,available,871,Sách tư duy - Kỹ năng sống,1980 Books,Bìa mềm,352,04/04/24 0:00,,2024,
